@RELATION BTC_train

@ATTRIBUTE Open NUMERIC
@ATTRIBUTE High NUMERIC
@ATTRIBUTE Low NUMERIC
@ATTRIBUTE Close NUMERIC
@ATTRIBUTE Adj_Close NUMERIC
@ATTRIBUTE Output {Buy,Sell}

@DATA
-0.674408875,-0.61875235,-0.672199453,-0.604846642,0.245943477,Buy
-0.604019068,-0.621245174,-0.638070851,-0.630736485,-0.040336844,Sell
-0.631090115,-0.633698546,-0.680230837,-0.696679051,-0.188049416,Sell
-0.696567013,-0.688696034,-0.719926959,-0.707833595,-0.064069289,Sell
-0.706222868,-0.702347539,-0.740960636,-0.692828029,0.033467727,Buy
-0.690550842,-0.639553979,-0.674152108,-0.624379042,0.023466667,Buy
-0.62248948,-0.63739488,-0.652481004,-0.667979918,-0.249547863,Sell
-0.667347721,-0.666940142,-0.66969145,-0.678611769,-0.359351957,Sell
-0.677106959,-0.656124892,-0.66029199,-0.665178296,-0.513819894,Buy
-0.663392593,-0.661051058,-0.650306402,-0.651162873,-0.610956145,Buy
-0.650167787,-0.614525753,-0.635693344,-0.601651871,-0.378729099,Buy
-0.60059624,-0.588015377,-0.584610786,-0.581488226,-0.108172225,Buy
-0.580343571,-0.569308056,-0.61541364,-0.60880901,0.192942326,Sell
-0.608583602,-0.625352034,-0.649775852,-0.65644283,-0.092234213,Sell
-0.655450192,-0.64258286,-0.649570143,-0.632339173,-0.381786358,Buy
-0.631277118,-0.646195554,-0.667430047,-0.657061034,-0.521299097,Sell
-0.656474914,-0.668416498,-0.707946165,-0.723392235,-0.440526484,Sell
-0.721987036,-0.690579703,-0.72202096,-0.683322817,-0.27208584,Buy
-0.681961806,-0.686491973,-0.748283367,-0.76162746,-0.329725868,Sell
-0.760670454,-0.746740939,-0.76516388,-0.74977457,-0.308231998,Buy
-0.748283761,-0.70250379,-0.755578824,-0.697881353,-0.285788897,Buy
-0.697332565,-0.708958883,-0.705488758,-0.703885629,-0.532408726,Sell
-0.702887958,-0.687791132,-0.691377906,-0.690033284,-0.561769088,Buy
-0.688149157,-0.69961559,-0.695153825,-0.700441369,-0.735784708,Sell
-0.699284713,-0.710972901,-0.708143571,-0.713458407,-0.777546056,Sell
-0.711950945,-0.724840421,-0.722901112,-0.737844476,-0.689081976,Sell
-0.737300055,-0.752702459,-0.741772219,-0.745287037,-0.718472132,Sell
-0.744134327,-0.736336878,-0.732124055,-0.737942423,-0.805107551,Buy
-0.736553797,-0.750309683,-0.733230915,-0.737101958,-0.875430801,Buy
-0.73573863,-0.732606054,-0.748793987,-0.760365329,-0.743450806,Sell
-0.75820863,-0.766753389,-0.758372658,-0.755593198,-0.918019641,Buy
-0.754543457,-0.759884036,-0.74126503,-0.75019491,-0.904739132,Buy
-0.748681142,-0.748770142,-0.734946897,-0.742296686,-0.898943854,Buy
-0.741183553,-0.726314263,-0.726330713,-0.713046414,-0.736168129,Buy
-0.712247057,-0.703393122,-0.705013714,-0.692643026,-0.702967219,Buy
-0.691222607,-0.69183376,-0.677707776,-0.687336057,-0.687147629,Buy
-0.685996832,-0.676064698,-0.670437525,-0.669021938,-0.810790961,Buy
-0.667769552,-0.671725765,-0.663179896,-0.659410754,-0.741656917,Buy
-0.658730548,-0.61974934,-0.64134663,-0.609424348,-0.317054708,Buy
-0.607896659,-0.600110237,-0.621796468,-0.629727783,-0.332064767,Sell
-0.628750573,-0.611456517,-0.614015302,-0.600369391,-0.41289741,Buy
-0.598320702,-0.614249067,-0.603615932,-0.598895388,-0.57016989,Buy
-0.598478781,-0.614857245,-0.591493754,-0.598891734,-0.62705994,Buy
-0.597773654,-0.611950125,-0.612259795,-0.629909418,-0.63960867,Sell
-0.628943518,-0.634320688,-0.617006616,-0.618636722,-0.775827953,Buy
-0.617653248,-0.634549269,-0.614994692,-0.630436697,-0.904037353,Sell
-0.629078258,-0.643339121,-0.645005781,-0.659222886,-0.726061299,Sell
-0.65837802,-0.674239954,-0.694764475,-0.710400274,-0.532670901,Sell
-0.70989384,-0.702852667,-0.720225301,-0.696170974,-0.366310066,Buy
-0.694338154,-0.698202908,-0.710632458,-0.695446941,-0.527562537,Buy
-0.69511015,-0.704558721,-0.695774423,-0.704057878,-0.901200369,Sell
-0.702695728,-0.702580589,-0.693759104,-0.697583429,-0.946778916,Buy
-0.696070008,-0.676076148,-0.681707488,-0.661488846,-0.768517256,Buy
-0.6602759,-0.674408982,-0.661948738,-0.672550244,-0.82812923,Sell
-0.671296979,-0.683367931,-0.702157621,-0.708756315,-0.56953637,Sell
-0.707197045,-0.717806892,-0.710953459,-0.715270029,-0.717221757,Sell
-0.713564168,-0.711563276,-0.701136675,-0.69996833,-0.803531074,Buy
-0.698704803,-0.712937,-0.708742395,-0.714740099,-0.813548839,Sell
-0.713399216,-0.719614182,-0.70675302,-0.715239004,-0.886864634,Sell
-0.714650962,-0.706613931,-0.698998388,-0.699425216,-0.637648107,Buy
-0.698019579,-0.712153162,-0.702472127,-0.713510497,-0.853426796,Sell
-0.711138785,-0.718611815,-0.722668462,-0.73614549,-0.685236341,Sell
-0.734675712,-0.748667895,-0.739144679,-0.749326179,-0.714821159,Sell
-0.747617294,-0.752144235,-0.738303462,-0.742747012,-0.912371428,Buy
-0.741468425,-0.750842144,-0.730732618,-0.740786463,-1.036269404,Buy
-0.739475468,-0.743624716,-0.727502674,-0.733080872,-1.036789857,Buy
-0.731803154,-0.703624287,-0.713690607,-0.692710019,-0.693150852,Buy
-0.691483137,-0.683860072,-0.673277824,-0.677321049,-0.571025201,Buy
-0.676092832,-0.690046159,-0.675990725,-0.687177852,-0.737087016,Sell
-0.686279914,-0.698647923,-0.677986411,-0.692277248,-0.868263422,Sell
-0.690890197,-0.686177726,-0.690392537,-0.703512113,-0.579926012,Sell
-0.702189059,-0.705123752,-0.686459107,-0.693773104,-0.822323423,Buy
-0.692444069,-0.702972543,-0.68237503,-0.698213742,-0.915977243,Sell
-0.696870212,-0.711154426,-0.698892691,-0.707671879,-0.696124552,Sell
-0.706341786,-0.717657693,-0.709841284,-0.721116171,-0.850044871,Sell
-0.719417749,-0.728863012,-0.712857509,-0.716444029,-0.818942837,Buy
-0.715241181,-0.714433602,-0.704027976,-0.702433838,-0.824589918,Buy
-0.700853047,-0.714385359,-0.704656214,-0.714040929,-0.905181602,Sell
-0.71363476,-0.723810757,-0.701181404,-0.714236894,-0.941328736,Sell
-0.713035591,-0.725817234,-0.699966042,-0.71438772,-1.021031724,Sell
-0.713083631,-0.724633483,-0.703443472,-0.715019036,-0.840498389,Sell
-0.713561161,-0.730740956,-0.701969773,-0.720866325,-0.837691153,Sell
-0.719184353,-0.731406245,-0.704823689,-0.721932275,-0.786792625,Sell
-0.720499925,-0.729158199,-0.726693749,-0.720503198,-0.578927649,Buy
-0.719209769,-0.732351151,-0.710303337,-0.722972826,-0.867870592,Sell
-0.721553786,-0.735616539,-0.71720103,-0.732498279,-0.941732846,Sell
-0.730931106,-0.74213129,-0.721938403,-0.729397549,-0.954313763,Buy
-0.728234203,-0.742845311,-0.734421514,-0.747782961,-0.842007811,Sell
-0.746462271,-0.755868567,-0.816790236,-0.815334412,-0.289881198,Sell
-0.814966011,-0.818654656,-0.816963063,-0.8180809,-0.461004945,Sell
-0.816663894,-0.824945016,-0.840076274,-0.838731377,-0.599881065,Sell
-0.837686912,-0.838442853,-0.834468861,-0.82929452,-0.759627409,Buy
-0.827942817,-0.83762285,-0.823536986,-0.829660656,-0.889516717,Sell
-0.82826728,-0.839025513,-0.832273149,-0.838226882,-0.953044809,Sell
-0.836831509,-0.836259668,-0.842127133,-0.826754782,-0.719104959,Buy
-0.825021826,-0.826491433,-0.816576112,-0.823893689,-0.822928381,Buy
-0.822456333,-0.8319096,-0.816142217,-0.821415104,-0.94847297,Buy
-0.820170701,-0.830777234,-0.827102029,-0.8308669,-0.919813693,Sell
-0.829509397,-0.841115842,-0.823616517,-0.83374501,-0.949487294,Sell
-0.832105388,-0.843368216,-0.828688215,-0.837060764,-1.003181735,Sell
-0.835765263,-0.846580507,-0.835456776,-0.846726939,-0.948308294,Sell
-0.845269913,-0.836953337,-0.837681311,-0.829574675,-0.667762939,Buy
-0.82811543,-0.835264319,-0.816652764,-0.8278126,-0.801199853,Buy
-0.826364496,-0.814515506,-0.817724786,-0.805528876,-0.582201767,Buy
-0.804789919,-0.815495356,-0.799559972,-0.815277199,-0.702081016,Sell
-0.813973936,-0.818811431,-0.826165412,-0.83906939,-0.608155225,Sell
-0.838028987,-0.843826566,-0.826335176,-0.838210725,-0.890443821,Buy
-0.836797681,-0.840806202,-0.827294416,-0.838076308,-0.929110631,Buy
-0.836693548,-0.842506043,-0.824892847,-0.83467837,-0.853714379,Buy
-0.833359675,-0.842686311,-0.839570488,-0.850093386,-0.859762386,Sell
-0.8487309,-0.859890711,-0.853691452,-0.861354439,-0.81699365,Sell
-0.859926703,-0.867342306,-0.851475996,-0.859849985,-0.916457852,Buy
-0.858609484,-0.867206546,-0.860137352,-0.871264765,-0.850706639,Sell
-0.869811802,-0.874457067,-0.86065325,-0.870397001,-0.951215751,Buy
-0.868456173,-0.862220757,-0.860381775,-0.854267518,-0.853394338,Buy
-0.852689178,-0.86232454,-0.846220769,-0.855639741,-0.838313937,Sell
-0.854250961,-0.860952597,-0.849638892,-0.861887809,-0.781389395,Sell
-0.860588373,-0.86966914,-0.886000075,-0.895164038,-0.503947963,Sell
-0.894006246,-0.902520877,-0.887394132,-0.893630708,-0.80735786,Buy
-0.89235268,-0.83506335,-0.882974919,-0.826397064,-0.123856444,Buy
-0.824620399,-0.760968507,-0.812741883,-0.793111341,0.742170312,Buy
-0.791941015,-0.77621223,-0.78629233,-0.775565642,0.089051469,Buy
-0.773457537,-0.772692672,-0.779023961,-0.793630667,-0.004917953,Sell
-0.792712868,-0.790330463,-0.780661076,-0.784225373,-0.144081744,Buy
-0.783173209,-0.795716829,-0.78984977,-0.798403765,-0.187872297,Sell
-0.797228325,-0.801450675,-0.796071249,-0.800291301,-0.253391455,Sell
-0.79924548,-0.807199601,-0.790737894,-0.796881183,-0.376456861,Buy
-0.795596058,-0.801589053,-0.783045041,-0.793289752,-0.544100405,Buy
-0.791928737,-0.801420619,-0.789139898,-0.79813228,-0.549616378,Sell
-0.796757023,-0.791944987,-0.786295873,-0.786158407,-0.270399051,Buy
-0.784784607,-0.794821911,-0.780357604,-0.78973017,-0.267728003,Sell
-0.788470542,-0.796474765,-0.776269172,-0.787755471,-0.432992458,Buy
-0.786886636,-0.798503445,-0.780450827,-0.791535737,-0.453092528,Sell
-0.790305419,-0.80214965,-0.805727052,-0.816234814,-0.358741781,Sell
-0.814596086,-0.821996599,-0.803002636,-0.815735049,-0.730861267,Buy
-0.814422757,-0.810734693,-0.802233569,-0.802632818,-0.566801077,Buy
-0.801188536,-0.811964454,-0.809701005,-0.821974948,-0.589571287,Sell
-0.820482958,-0.826130652,-0.812042566,-0.818649128,-0.587099084,Buy
-0.81747881,-0.828155666,-0.807824486,-0.819116829,-0.738550529,Sell
-0.81752957,-0.828575512,-0.813123851,-0.825909408,-0.656538348,Sell
-0.824662138,-0.834717545,-0.826232653,-0.839061723,-0.510425423,Sell
-0.837715013,-0.843563739,-0.826879638,-0.835720067,-0.799589792,Buy
-0.834402403,-0.836528639,-0.825453326,-0.834808883,-0.682379986,Buy
-0.83364537,-0.842506776,-0.840965579,-0.851111259,-0.526419737,Sell
-0.84994309,-0.855569757,-0.850125524,-0.856199657,-0.551508519,Sell
-0.854936042,-0.863287669,-0.854861716,-0.866282661,-0.56872122,Sell
-0.865072865,-0.871356099,-0.878143105,-0.88787026,-0.472765017,Sell
-0.886391244,-0.893569712,-0.915519033,-0.904819931,0.178370266,Sell
-0.903397527,-0.905065296,-0.902112444,-0.899033797,-0.547286945,Buy
-0.897544555,-0.90694139,-0.909787729,-0.919505074,-0.032435576,Sell
-0.918500311,-0.914145553,-0.933930633,-0.915398223,0.630005242,Buy
-0.913999173,-0.913760092,-0.906061337,-0.91015119,-0.543091407,Buy
-0.908557865,-0.897490579,-0.913456475,-0.894542251,-0.39339971,Buy
-0.892812062,-0.892354473,-0.886938906,-0.897845,-0.660929334,Sell
-0.896198914,-0.889594772,-0.886479547,-0.88143221,-0.626264161,Buy
-0.879845279,-0.88625091,-0.883818978,-0.892307315,-0.765175365,Sell
-0.890758644,-0.900877728,-0.896945014,-0.900057079,-0.678900615,Sell
-0.89862938,-0.905781482,-0.900005193,-0.90672821,-0.770140152,Sell
-0.905168042,-0.911606369,-0.902385837,-0.908720536,-0.89806929,Sell
-0.907272542,-0.908130378,-0.90720108,-0.916049852,-0.536236425,Sell
-0.914527356,-0.89824656,-0.906238371,-0.906630192,-0.692937284,Buy
-0.905057107,-0.908863948,-0.897711277,-0.900390579,-0.729302336,Buy
-0.898933081,-0.906526083,-0.8902262,-0.899874405,-0.871336837,Buy
-0.898705735,-0.904095744,-0.893081224,-0.899540333,-0.873905638,Buy
-0.898240805,-0.90547823,-0.899520074,-0.908840193,-0.742426898,Sell
-0.907600943,-0.915973996,-0.907673725,-0.91518001,-0.721007005,Sell
-0.913777232,-0.92133816,-0.911369818,-0.920731917,-0.827479695,Sell
-0.919311433,-0.924936506,-0.912730181,-0.927481148,-0.710591014,Sell
-0.925933895,-0.928654274,-0.913265343,-0.921855726,-0.79524598,Buy
-0.920439107,-0.927680254,-0.920891397,-0.929836027,-0.794649831,Sell
-0.92839393,-0.934322876,-0.930477044,-0.928922729,-0.809533499,Buy
-0.927382739,-0.935394292,-0.932255026,-0.938587399,-0.627148715,Sell
-0.937178811,-0.942126978,-0.944060705,-0.95062608,-0.499814028,Sell
-0.948742212,-0.919281658,-0.944999536,-0.913892156,0.013117591,Buy
